Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2019,Maruti Vitara Brezza ZDi,"40,402",Diesel,Manual,9.35,"Electronics City, Bangalore"
2015,Honda Amaze SX i VTEC,"1,20,128",Petrol,Manual,3.50,"Kanakanagar, Bangalore"
2022,Hyundai Venue SX Opt Turbo DCT BSVI,"9,453",Petrol,Automatic,12.95,"Bellandur, Bangalore"
2019,Jeep Compass 1.4 Limited Plus BSIV,"37,901",Petrol,Automatic,16.42,"Bellandur, Bangalore"
2012,Audi A4 2.0 TDI,"66,486",Diesel,Automatic,11.99,"BTM Layout, Bangalore"
2019,Kia Seltos GTX Plus DCT,"72,500",Petrol,Automatic,11.43,"Indiranagar, Bangalore"
2021,Kia Sonet HTX Turbo iMT,"48,396",Petrol,Automatic,8.48,"Mahadevapura, Bangalore"
2013,Honda Brio S MT,"37,000",Petrol,Manual,3.25,"Bommanahalli, Bangalore"
2014,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,"1,95,000",Diesel,Manual,11.29,"Arebommnahalli, Bangalore"
2023,MG Hector Plus Savvy Pro CVT,"19,357",Petrol,Automatic,22.22,"Bellandur, Bangalore"
2013,Hyundai i10 Sportz AT,"52,000",Petrol,Automatic,3.95,"Jayanagar, Bangalore"
2015,Honda Amaze 2nd Gen S,"76,268",Petrol,Manual,4.12,"Malleswaram, Bangalore"
2022,Toyota Urban cruiser Premium AT,"22,022",Petrol,Automatic,11.25,"BTM Layout, Bangalore"
2011,Toyota Etios G,"57,800",Petrol,Manual,3.65,"HSR Layout, Bangalore"
2014,Hyundai Xcent 1.2 Kappa Base,"81,000",Petrol,Manual,3.85,"Bannerghatta Road, Bangalore"
2014,Hyundai Grand i10 Magna,"69,000",Petrol,Manual,4.10,"R T Nagar, Bangalore"
2021,Mercedes-Benz A-Class Limousine A 200 BSVI,"13,700",Petrol,Automatic,33.45,"Indiranagar, Bangalore"
2019,Renault KWID RXL,"39,177",Petrol,Manual,3.68,"Malleswaram, Bangalore"
2015,Maruti Swift Dzire ZXI,"35,366",Petrol,Manual,4.82,"Magadi Road, Bangalore"
2016,Maruti Baleno 1.2 Delta,"53,560",Petrol,Manual,5.05,"Mahadevapura, Bangalore"
2016,Mahindra XUV500 W8 2WD,"89,586",Diesel,Manual,9.25,"Electronics City, Bangalore"
2018,Renault KWID 1.0 RXT Optional AT 2016-2019,"41,000",Petrol,Automatic,3.85,"Hsr Layout, Bangalore"
2015,Hyundai Grand i10 AT Asta,"75,000",Petrol,Automatic,4.95,"City, Bangalore"
2015,Mercedes-Benz CLA 200 CDI Sport,"16,000",Diesel,Automatic,20.75,"R T Nagar, Bangalore"
2016,Hyundai Xcent 1.2 Kappa SX,"23,668",Petrol,Manual,4.50,"Koramangala Vi Bk, Bangalore"
2020,Kia Sonet GTX Plus Turbo DCT BSVI,"31,117",Petrol,Automatic,11.84,"Bellandur, Bangalore"
2022,Audi A6 45 TFSI Technology,"15,000",Petrol,Automatic,52,"R T Nagar, Bangalore"
2014,Mahindra XUV500 W8 FWD,"1,00,525",Diesel,Manual,6.75,"Nagavara, Bangalore"
2012,Maruti Ertiga ZDI,"88,143",Diesel,Manual,5.79,"Arebommnahalli, Bangalore"
2019,Kia Seltos GTK,"30,927",Petrol,Manual,11.27,"Hoodi, Bangalore"
2015,Volkswagen Polo Exquisite 1.5 TDI Highline,"82,609",Diesel,Manual,7,"Yeswanthpura, Bangalore"
2021,Nissan Magnite Turbo XV Premium,"24,436",Petrol,Manual,7.82,"Malleswaram, Bangalore"
2014,Mahindra XUV500 W8 FWD,"89,000",Diesel,Manual,7.40,"Nagadenahalli, Bangalore"
2017,Maruti Swift Dzire ZXI,"25,431",Petrol,Manual,6.17,"Mahadevapura, Bangalore"
2010,Hyundai i20 1.4 Asta (AT),"72,000",Petrol,Automatic,3.25,"Bommanahalli, Bangalore"
2022,Hyundai Venue SX BSVI,"14,112",Petrol,Manual,11.12,"Bellandur, Bangalore"
2019,Audi Q3 35 TDI Quattro Technology,"88,881",Diesel,Automatic,23.95,"BTM Layout, Bangalore"
2020,Kia Seltos HTK Plus G,"35,736",Petrol,Manual,10.47,"Yelahanka, Bangalore"
2012,Maruti Ertiga ZDI,"79,000",Diesel,Manual,5.89,"Yelahanka, Bangalore"
2015,Honda Jazz 1.5 V i DTEC,"70,000",Diesel,Manual,5.75,"Nagavara, Bangalore"
2015,Renault Lodgy 85PS RxL,"90,000",Diesel,Manual,4.90,"Bazaar, Bangalore"
2020,Renault Triber RXL BSVI,"8,829",Petrol,Manual,6.45,"Bellandur, Bangalore"
2021,Hyundai Grand i10 Nios Era,"14,091",Petrol,Manual,5.62,"Bellandur, Bangalore"
2010,Maruti Swift VXI BSII,"80,000",Petrol,Manual,3,"Yeswanthpura, Bangalore"
2020,Mahindra XUV300 W8 BSVI,"52,000",Petrol,Manual,8.65,"Hsr Layout, Bangalore"
2014,Renault Pulse RxL,"39,000",Diesel,Manual,4.25,"City, Bangalore"
2022,Renault KWID 1.0 AMT RXT,"8,526",Petrol,Automatic,5.39,"Malleswaram, Bangalore"
2020,Kia Seltos GTX Plus DCT,"34,555",Petrol,Automatic,13.66,"Mahadevapura, Bangalore"
2014,Volkswagen Polo 1.5 TDI Highline,"56,002",Diesel,Manual,5.25,"Electronics City, Bangalore"
2010,Hyundai i10 Sportz 1.2,"32,000",Petrol,Manual,2.95,"Bommanahalli, Bangalore"
2019,Hyundai Venue SX Plus Turbo DCT BSIV,"50,000",Petrol,Automatic,9.65,"City, Bangalore"
2014,Hyundai Verna 1.6 SX VTVT,"52,500",Petrol,Manual,6.25,"Bazaar, Bangalore"
2016,Ford Ecosport 1.5 TDCi Titanium BSIV,"98,000",Diesel,Manual,6.20,"Nagadenahalli, Bangalore"
2021,Renault Triber RXZ,"52,514",Petrol,Manual,6.29,"Mahadevapura, Bangalore"
2023,Maruti Alto K10 VXI Plus,"9,310",Petrol,Manual,5.06,"Malleswaram, Bangalore"
2015,Hyundai i20 Asta 1.2,"90,000",Petrol,Manual,5.35,"Hosur Road, Bangalore"
2015,Hyundai Grand i10 AT Asta,"69,000",Petrol,Automatic,4.95,"City, Bangalore"
2019,Maruti Celerio ZXI AMT,"38,132",Petrol,Automatic,4.94,"Jakkur, Bangalore"
2018,Maruti Celerio ZXI AMT BSIV,"46,539",Petrol,Automatic,4.85,"Marathahalli Colony, Bangalore"
2016,Renault KWID RXT,"18,455",Petrol,Manual,3.25,"Kanakanagar, Bangalore"
2020,Maruti XL6 Zeta,"51,429",Petrol,Manual,9.50,"Koramangala Vi Bk, Bangalore"
2022,Renault Kiger RXZ,"35,626",Petrol,Manual,7.46,"Yelahanka, Bangalore"
2021,Hyundai Venue SX Turbo iMT,"28,022",Petrol,Manual,9.65,"City, Bangalore"
2022,Renault KWID 1.0 AMT RXT,"21,258",Petrol,Automatic,5.24,"Kengiri Satellite Town, Bangalore"
2012,Hyundai Verna 1.6 SX,"70,000",Diesel,Manual,4.70,"Koramangala Vi Bk, Bangalore"
2015,Hyundai i20 Asta 1.2,"81,000",Petrol,Manual,5.85,"Bommanahalli, Bangalore"
2022,Toyota Urban cruiser Premium,"20,149",Petrol,Manual,9.50,"Kanakanagar, Bangalore"
2018,Maruti Baleno 1.2 CVT Alpha,"78,086",Petrol,Automatic,6.40,"Hoodi, Bangalore"
2012,Fiat Punto 1.3 Active,"85,188",Diesel,Manual,3,"Koramangala Vi Bk, Bangalore"
2015,Nissan Micra XV CVT,"54,000",Petrol,Automatic,3.25,"Seshadripuram, Bangalore"
2022,MG Hector Plus Sharp CVT,"6,000",Petrol,Automatic,17.40,"Hosur Road, Bangalore"
2017,Hyundai Grand i10 Magna,"59,000",Petrol,Manual,4.95,"Bommanahalli, Bangalore"
2009,Toyota Corolla AE,"78,000",Petrol,Manual,2.60,"Bazaar, Bangalore"
2023,Honda Amaze 2nd Gen VX CVT,"19,260",Petrol,Automatic,8.63,"Jakkur, Bangalore"
2016,Renault KWID RXT,"30,781",Petrol,Manual,3.34,"Mahadevapura, Bangalore"
2017,Renault KWID 1.0 RXT,"32,773",Petrol,Manual,3.24,"Magadi Road, Bangalore"
2023,Hyundai i20 Magna,"26,000",Petrol,Manual,7.40,"Nagadenahalli, Bangalore"
2015,Renault KWID RXT,"35,945",Petrol,Manual,3.09,"Jakkur, Bangalore"
2016,Mahindra XUV500 R W10 FWD,"45,000",Diesel,Manual,12.25,"R T Nagar, Bangalore"
2016,Renault KWID 1.0 AMT RXT,"43,007",Petrol,Automatic,3.19,"Yelahanka, Bangalore"
2019,Mahindra XUV300 W8 Option BSIV,"60,000",Petrol,Manual,7.45,Bangalore
2022,Maruti S-Presso VXI Plus 2019-2022,"12,693",Petrol,Manual,4.64,"Jakkur, Bangalore"
2023,Renault KWID 1.0 RXE,"12,280",Petrol,Manual,4.89,"Samethanahalli, Bangalore"
2012,Hyundai i10 Sportz,"57,000",Petrol,Manual,3.45,"R T Nagar, Bangalore"
2019,Mercedes-Benz CLA 200 CDI Sport,"6,000",Diesel,Automatic,33,"Mehdipatnam, Hyderabad"
2018,Jeep Compass 1.4 Limited,"39,000",Petrol,Automatic,12.75,"Pulkeshi Nagar, Bangalore"
2018,Maruti Baleno Alpha Diesel,"37,275",Diesel,Manual,7.14,"Samethanahalli, Bangalore"
2017,Maruti Swift Dzire ZXI Plus,"55,000",Petrol,Manual,6.45,"Tilaknagar, Bangalore"
2018,Audi Q5 35TDI,"20,000",Diesel,Automatic,45,"Mehdipatnam, Hyderabad"
2016,Hyundai Grand i10 Asta Option,"71,000",Petrol,Manual,5.15,"Bommanahalli, Bangalore"
2021,Kia Seltos HTX G,"32,204",Petrol,Manual,13.05,"Bellandur, Bangalore"
2015,Hyundai Verna 1.6 SX CRDi (O),"68,000",Diesel,Manual,6.75,"Bommanahalli, Bangalore"
2017,Mercedes-Benz CLA 200 CDI Sport,"20,000",Diesel,Automatic,26,"Mehdipatnam, Hyderabad"
2015,Maruti Baleno 1.2 Sigma,"59,000",Petrol,Manual,5.45,"Hosur Road, Bangalore"
2015,Maruti S Cross DDiS 200 Delta,"1,10,000",Diesel,Manual,5.45,"Yelahanka, Bangalore"
2021,Kia Seltos HTX IVT,"63,231",Petrol,Automatic,12.21,"Jakkur, Bangalore"
