Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2020,Maruti Swift VXI,"48,100",Petrol,Manual,5.35,"Chittranjan Park, New Delhi"
2018,Mercedes-Benz E-Class Exclusive E 220 d BSIV,"68,615",Diesel,Automatic,35,"Sector 21e, Gurgaon"
2016,Maruti Baleno Delta Diesel,"18,248",Diesel,Manual,4.60,"Indirapuram, Ghaziabad"
2021,Hyundai Creta EX BSVI,"36,000",Petrol,Manual,10.90,"Shahdara, New Delhi"
2018,Hyundai Creta 1.4 E Plus CRDi,"48,000",Diesel,Manual,7.80,"Geeta Colony, New Delhi"
2019,Mercedes-Benz E-Class Exclusive E 220d,"27,000",Diesel,Automatic,36.50,"Ashok Vihar, New Delhi"
2020,Maruti Celerio VXI CNG,"60,000",CNG,Manual,4.95,"City, Faridabad"
2021,Maruti Vitara Brezza LXI,"40,000",Petrol,Manual,7.10,"Karam Pura, New Delhi"
2023,Renault Kiger RXT,"29,199",Petrol,Manual,6.83,Noida
2020,Hyundai Creta SX BSVI,"79,000",Petrol,Manual,11.45,"Vikas Puri, New Delhi"
2017,Maruti Alto 800 VXI,"15,937",Petrol,Manual,3.06,Noida
2019,Maruti Vitara Brezza VDi AMT,"53,000",Diesel,Automatic,6.70,"Geeta Colony, New Delhi"
2022,MG Astor Sharp BSVI,"14,123",Petrol,Manual,13.47,"Pitampura, New Delhi"
2023,Mercedes-Benz AMG C43 4Matic,"2,100",Petrol,Automatic,90,"Tilak Nagar East, New Delhi"
2023,Land Rover Range Rover Sport 3.0 Dynamic SE,"9,000",Petrol,Automatic,1.65 Crore,"Naraina, New Delhi"
2016,Maruti Baleno 1.2 Delta,"69,500",Petrol,Manual,3.90,"Ramesh Nagar, New Delhi"
2022,Renault Kiger RXZ Turbo CVT,"47,306",Petrol,Automatic,7.87,Noida
2020,Tata Harrier XZA Plus AT BSVI,"93,000",Diesel,Automatic,13.50,New Delhi
2023,Volvo XC60 B5 Ultimate BSVI,"6,100",Petrol,Automatic,64,"Tilak Nagar East, New Delhi"
2022,Skoda Kushaq 1.0 TSI monte carlo AT BSVI,"27,000",Petrol,Automatic,15.75,"Preet Vihar, New Delhi"
2018,Jeep Compass 1.4 Longitude Plus AT,"55,000",Petrol,Automatic,12.99,"Preet Vihar, New Delhi"
2018,Ford Mustang V8,"9,479",Petrol,Automatic,83,"Sector 21e, Gurgaon"
2022,Mahindra Thar LX 4WD Hard Top AT BSVI,"18,000",Petrol,Automatic,14.50,"Rajouri Garden, New Delhi"
2021,Kia Sonet GTX Plus Turbo iMT,"37,000",Petrol,Automatic,9.50,"Moti Nagar, New Delhi"
2022,Mercedes-Benz GLA AMG 35 4M,"28,000",Petrol,Automatic,45,"Chanakya Puri, New Delhi"
2020,Maruti XL6 Alpha,"25,000",Petrol,Manual,9.75,"Vikaspuri, New Delhi"
2022,Kia Sonet HTK Diesel BSVI,"65,000",Diesel,Manual,8.95,Faridabad
2021,Kia Seltos HTK Plus D,"80,242",Diesel,Manual,9.78,"Indirapuram, Ghaziabad"
2021,Hyundai Creta EX BSVI,"45,000",Petrol,Manual,11.75,"Rajouri Garden, New Delhi"
2023,Toyota Vellfire Hi,"18,000",Petrol,Automatic,1.09 Crore,"Tilak Nagar East, New Delhi"
2019,Kia Seltos GTK,"51,000",Petrol,Manual,9.90,"Gujranwala Town, New Delhi"
2024,BMW X7 xDrive40d Design Pure Excellance,"9,000",Diesel,Automatic,1.25 Crore,"Naraina, New Delhi"
2024,Honda Amaze 2nd Gen VX BSVI,"12,000",Petrol,Manual,8.70,"Preet Vihar, New Delhi"
2017,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,"1,20,000",Diesel,Manual,6.02,New Delhi
2024,BMW X5 xDrive40i M Sport,"3,100",Petrol,Automatic,1.07 Crore,"Rajender Nagar, New Delhi"
2019,Honda Amaze S Petrol BSIV,"62,065",Petrol,Manual,5.45,"City, Faridabad"
2018,Maruti Swift Dzire VXI 1.2,"46,000",Petrol,Manual,5.25,"Geeta Colony, New Delhi"
2017,Honda City i VTEC V,"60,000",Petrol,Manual,6.10,New Delhi
2014,Honda Amaze S i-Vtech,"48,306",Petrol,Manual,3.17,"Rajouri Garden, New Delhi"
2013,Maruti Swift Dzire ZXi,"43,810",Petrol,Manual,3.26,"Raj Nagar Extension S.o, Ghaziabad"
2021,Renault Kiger RXZ AMT DT,"55,765",Petrol,Automatic,6.68,Noida
2015,Mahindra Thar 4X4,"20,000",Diesel,Manual,5.50,New Delhi
2020,Mercedes-Benz GLC 200,"28,000",Petrol,Automatic,46.90,"Chittaranjan, New Delhi"
2021,Kia Seltos HTX IVT G,"68,000",Petrol,Automatic,12.50,"Bengali Market, New Delhi"
2022,Hyundai Venue SX Turbo iMT,"42,675",Petrol,Manual,9.89,"Sohna Road, Gurgaon"
2017,Volkswagen Tiguan 2.0 TDI Highline,"1,60,000",Diesel,Automatic,11.50,New Delhi
2023,Skoda Kushaq 1.0 TSI Style AT,"9,000",Petrol,Automatic,17.99,"Saraswati Vihar, New Delhi"
2023,Honda Amaze 2nd Gen VX CVT,"17,900",Petrol,Automatic,8.89,"Prashant Vihar, New Delhi"
2017,Maruti Baleno Delta Diesel,"17,142",Diesel,Manual,5.12,"Raj Nagar Extension S.o, Ghaziabad"
2020,Mercedes-Benz E-Class Exclusive E 200 BSIV,"42,000",Petrol,Automatic,43.25,"Naraina, New Delhi"
2021,Kia Seltos HTX Diesel,"58,000",Diesel,Manual,13.90,"Karam Pura, New Delhi"
2020,Renault Duster RXZ Turbo CVT,"32,608",Petrol,Automatic,10.04,"Raj Nagar Extension S.o, Ghaziabad"
2020,Skoda Karoq Style AT,"1,03,000",Petrol,Automatic,15,"Sector 13, Faridabad"
2022,BMW 3 Series 320d Luxury Line,"37,000",Diesel,Automatic,44,Gurgaon
2018,Maruti Wagon R LXI CNG,"66,000",CNG,Manual,3.75,"Preet Vihar, New Delhi"
2023,Land Rover Range Rover 3.0 l Diesel LWB SV,"27,000",Diesel,Automatic,2.38 Crore,"Ashok Vihar, New Delhi"
2014,Hyundai Grand i10 Sportz,"59,000",Petrol,Manual,3.30,"Peeragarhi B.O, New Delhi"
2019,Maruti Ciaz Delta 1.5,"1,50,000",Diesel,Manual,5.90,New Delhi
2012,Honda City V AT,"95,000",Petrol,Automatic,2.95,"Wazirabad, Gurgaon"
2018,Tata Nexon 1.5 Revotorq XZA Plus,"68,000",Diesel,Automatic,5.50,"Sheetla Mata Road, Gurgaon"
2024,Land Rover Range Rover Velar Dynamic HSE,"19,000",Petrol,Automatic,84.50,"Naraina, New Delhi"
2018,Mahindra TUV 300 T8,"32,652",Diesel,Manual,5.50,"Rohini Courts, New Delhi"
2012,Ford Figo Petrol EXI,"83,858",Petrol,Manual,2.01,"Indirapuram, Ghaziabad"
2021,Mercedes-Benz GLC 200,"33,350",Petrol,Automatic,49,"Vikas Puri, New Delhi"
