Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2018,1491.0,82000,4.0,0.0,440000.0,0.0
2022,1674.0,42108,4.0,1.0,465000.0,0.0
2015,2545.0,74000,4.0,0.0,590000.0,0.0
2016,1308.0,41037,4.0,1.0,267000.0,0.0
2019,1867.0,81288,1.0,1.0,707000.0,0.0
2014,635.0,72466,4.0,1.0,361000.0,0.0
2019,2238.0,122002,1.0,0.0,622000.0,0.0
2016,1526.0,48000,1.0,1.0,625000.0,0.0
2019,1308.0,25291,4.0,1.0,321000.0,0.0
2011,390.0,76000,4.0,1.0,350000.0,0.0
2017,431.0,61000,4.0,1.0,695000.0,0.0
2020,609.0,30232,4.0,1.0,581000.0,0.0
2013,1603.0,69000,4.0,1.0,375000.0,0.0
2020,2060.0,56812,4.0,0.0,641000.0,0.0
2016,1589.0,75000,1.0,1.0,499000.0,0.0
2020,608.0,33201,4.0,1.0,545000.0,0.0
2019,830.0,21336,4.0,1.0,674000.0,0.0
2018,609.0,32940,4.0,1.0,501000.0,0.0
2015,580.0,30916,4.0,1.0,301000.0,0.0
2020,1343.0,51761,1.0,1.0,658000.0,0.0
2016,1688.0,57229,4.0,1.0,302000.0,0.0
2013,1308.0,49071,4.0,1.0,221000.0,0.0
2014,1670.0,30852,4.0,1.0,282000.0,0.0
2016,1335.0,79197,4.0,1.0,422000.0,0.0
2013,784.0,41000,4.0,1.0,260000.0,0.0
2022,1308.0,27978,4.0,1.0,359000.0,0.0
2017,635.0,67000,4.0,1.0,430000.0,0.0
2017,1333.0,62000,4.0,1.0,525000.0,0.0
2023,1670.0,7735,4.0,1.0,540000.0,0.0
2018,608.0,13916,4.0,1.0,430999.0,0.0
2021,1532.0,37566,4.0,1.0,803999.0,0.0
2014,1272.0,71000,1.0,1.0,650000.0,0.0
2017,1505.0,70005,4.0,1.0,409999.0,0.0
2014,614.0,44871,4.0,1.0,375000.0,0.0
2018,1322.0,32208,4.0,1.0,295000.0,0.0
2021,1347.0,38186,1.0,1.0,567000.0,0.0
2015,609.0,40099,4.0,1.0,447000.0,0.0
2014,830.0,65000,4.0,1.0,465000.0,0.0
2017,806.0,38093,4.0,1.0,492000.0,0.0
2018,609.0,56108,4.0,1.0,538000.0,0.0
2019,2505.0,59120,4.0,1.0,509999.0,0.0
2020,1652.0,53636,4.0,0.0,668000.0,0.0
2017,1308.0,57437,4.0,1.0,260000.0,0.0
2018,1343.0,113606,1.0,1.0,551000.0,0.0
2016,1311.0,106320,4.0,1.0,245000.0,0.0
2021,1344.0,53071,4.0,1.0,559000.0,0.0
2016,2531.0,55515,4.0,1.0,411000.0,0.0
2017,932.0,66000,1.0,1.0,750000.0,0.0
2017,580.0,84542,4.0,1.0,284000.0,0.0
2012,380.0,46702,4.0,1.0,273000.0,0.0
2015,2001.0,72000,1.0,1.0,525000.0,0.0
2016,467.0,78244,4.0,1.0,449000.0,0.0
2018,1675.0,98445,0.0,1.0,387000.0,0.0
2021,1311.0,39603,4.0,1.0,339000.0,0.0
2018,608.0,24130,4.0,1.0,470000.0,0.0
2016,275.0,36000,4.0,1.0,425000.0,0.0
2015,378.0,53000,4.0,1.0,295000.0,0.0
2012,1591.0,99495,4.0,1.0,327000.0,0.0
2017,380.0,45301,4.0,1.0,359000.0,0.0
2013,789.0,63764,4.0,1.0,246000.0,0.0
2017,830.0,70557,4.0,1.0,552000.0,0.0
2015,2572.0,62000,1.0,0.0,525000.0,0.0
2020,969.0,98000,1.0,0.0,2075000.0,0.0
2018,1379.0,56217,4.0,0.0,383000.0,0.0
2016,1985.0,33038,4.0,1.0,254999.0,0.0
2020,367.0,40717,4.0,1.0,682000.0,0.0
2021,1532.0,37918,4.0,1.0,780000.0,0.0
2017,256.0,73000,1.0,1.0,399000.0,0.0
2021,474.0,16535,4.0,1.0,741000.0,0.0
2016,635.0,52000,4.0,1.0,440000.0,0.0
2019,243.0,56215,4.0,1.0,470000.0,0.0
2015,613.0,56000,4.0,0.0,450000.0,0.0
2013,618.0,75000,1.0,1.0,360000.0,0.0
2017,609.0,79518,4.0,1.0,395000.0,0.0
2016,462.0,94000,1.0,1.0,329000.0,0.0
2015,830.0,49979,4.0,1.0,488000.0,0.0
2018,1686.0,10506,4.0,1.0,401000.0,0.0
2015,345.0,68487,4.0,1.0,360000.0,0.0
2017,1337.0,77396,1.0,1.0,495000.0,0.0
2021,650.0,29735,4.0,1.0,454000.0,0.0
2017,530.0,59000,4.0,0.0,890000.0,0.0
2019,2016.0,45778,4.0,1.0,568000.0,0.0
2014,657.0,75000,4.0,1.0,215000.0,0.0
2017,262.0,48000,4.0,1.0,650000.0,0.0
2019,1665.0,68000,4.0,0.0,490000.0,0.0
2018,1308.0,86461,4.0,1.0,276000.0,0.0
2021,867.0,13437,4.0,1.0,813000.0,0.0
2021,698.0,36000,1.0,1.0,1050000.0,0.0
2015,1268.0,63000,1.0,1.0,651000.0,0.0
2022,484.0,18000,4.0,1.0,890000.0,0.0
2017,1491.0,72359,4.0,0.0,376000.0,0.0
2021,1421.0,39486,1.0,1.0,821000.0,0.0
2017,1323.0,59369,4.0,0.0,293000.0,0.0
2017,620.0,62000,4.0,1.0,360000.0,0.0
2016,608.0,30714,4.0,1.0,365000.0,0.0
2018,609.0,77163,4.0,1.0,436000.0,0.0
2022,474.0,32714,4.0,1.0,799000.0,0.0
2013,609.0,97500,4.0,1.0,333000.0,0.0
2019,609.0,48887,4.0,1.0,576000.0,0.0
2017,830.0,76000,4.0,1.0,575000.0,0.0
2017,1686.0,27626,4.0,1.0,377000.0,0.0
2016,2347.0,91000,4.0,1.0,375000.0,0.0
2020,643.0,45963,4.0,1.0,409999.0,0.0
2019,609.0,70324,4.0,1.0,511000.0,0.0
2022,2325.0,20015,4.0,0.0,700000.0,0.0
2020,1412.0,89000,4.0,1.0,725000.0,0.0
2014,1670.0,58279,4.0,1.0,281000.0,0.0
2020,284.0,88643,4.0,1.0,653000.0,0.0
2017,483.0,81409,4.0,1.0,483000.0,0.0
2017,2574.0,127000,1.0,0.0,700000.0,0.0
2020,1662.0,66690,4.0,0.0,824000.0,0.0
2017,830.0,45600,4.0,1.0,545000.0,0.0
2018,609.0,76927,4.0,1.0,455000.0,0.0
2022,1355.0,15502,1.0,1.0,725000.0,0.0
2015,830.0,91817,4.0,1.0,370000.0,0.0
2014,1688.0,71596,4.0,1.0,291000.0,0.0
2015,620.0,61390,4.0,1.0,363000.0,0.0
2015,771.0,68678,4.0,1.0,380000.0,0.0
2016,346.0,55884,4.0,1.0,430999.0,0.0
2017,609.0,76987,4.0,1.0,432000.0,0.0
2021,2271.0,37699,1.0,0.0,1761000.0,0.0
2016,368.0,93191,4.0,1.0,351000.0,0.0
2021,684.0,84000,1.0,1.0,865000.0,0.0
2019,2141.0,38000,1.0,1.0,1075000.0,0.0
2012,726.0,83359,1.0,1.0,421000.0,0.0
2021,2011.0,44496,4.0,1.0,478000.0,0.0
2021,1355.0,26224,1.0,1.0,646000.0,0.0
2013,873.0,84632,4.0,1.0,289000.0,0.0
2014,1670.0,69026,4.0,1.0,261000.0,0.0
2018,1355.0,37435,1.0,1.0,565000.0,0.0
2017,2545.0,51000,4.0,0.0,525000.0,0.0
2020,1686.0,45060,4.0,1.0,469000.0,0.0
2022,2122.0,65500,4.0,1.0,708000.0,0.0
2015,411.0,37365,4.0,1.0,597000.0,0.0
2015,345.0,98850,4.0,1.0,362000.0,0.0
2016,454.0,62000,4.0,1.0,425000.0,0.0
2019,1939.0,72132,4.0,0.0,644000.0,0.0
2016,725.0,120633,1.0,1.0,631000.0,0.0
2018,1686.0,35909,4.0,1.0,405000.0,0.0
2016,1355.0,32543,1.0,1.0,511000.0,0.0
2020,499.0,47660,4.0,1.0,558000.0,0.0
2019,1421.0,91837,1.0,1.0,623000.0,0.0
2020,1344.0,48865,4.0,1.0,505999.0,0.0
2014,1591.0,90278,4.0,1.0,369000.0,0.0
2016,276.0,68955,4.0,1.0,527000.0,0.0
2015,830.0,67093,4.0,1.0,492000.0,0.0
2022,413.0,53883,4.0,1.0,1157000.0,0.0
2018,1499.0,64000,1.0,1.0,450000.0,0.0
2013,874.0,119400,1.0,1.0,290000.0,0.0
2022,22.0,48214,4.0,0.0,3150000.0,0.0
2020,316.0,111795,4.0,1.0,487000.0,0.0
2020,1352.0,94093,4.0,1.0,552000.0,0.0
2017,605.0,39862,4.0,1.0,453000.0,0.0
2014,575.0,33000,4.0,1.0,225000.0,0.0
2021,631.0,40227,4.0,1.0,556000.0,0.0
2021,862.0,44500,4.0,0.0,1150000.0,0.0
2015,608.0,80847,4.0,1.0,367000.0,0.0
2015,430.0,73298,4.0,1.0,462000.0,0.0
2021,1024.0,43080,4.0,1.0,727000.0,0.0
2021,2492.0,50000,4.0,0.0,951000.0,0.0
2021,2566.0,45212,4.0,0.0,789000.0,0.0
2017,799.0,70000,4.0,1.0,490000.0,0.0
2015,603.0,65980,1.0,1.0,355000.0,0.0
2019,16.0,51000,1.0,0.0,2600000.0,0.0
2015,1686.0,109064,4.0,1.0,292000.0,0.0
2015,344.0,102229,4.0,1.0,381000.0,0.0
2019,316.0,69834,4.0,1.0,480999.0,0.0
2016,1434.0,93848,4.0,1.0,505000.0,0.0
2019,650.0,28403,4.0,1.0,451999.0,0.0
2019,750.0,65886,4.0,0.0,875000.0,0.0
2022,1241.0,63000,1.0,1.0,1025000.0,0.0
2012,2364.0,80000,4.0,0.0,550000.0,0.0
2016,1333.0,60891,4.0,1.0,412000.0,0.0
2016,635.0,42000,4.0,1.0,450000.0,0.0
2021,1335.0,77000,4.0,1.0,650000.0,0.0
2012,1688.0,102000,4.0,1.0,225000.0,0.0
2014,271.0,104513,1.0,1.0,417000.0,0.0
2021,2330.0,61000,4.0,1.0,750000.0,0.0
2020,2525.0,53643,4.0,1.0,565000.0,0.0
2018,607.0,51000,4.0,0.0,520000.0,0.0
2022,749.0,50000,4.0,0.0,1150000.0,0.0
2019,654.0,90083,0.0,1.0,451999.0,0.0
2017,2263.0,69000,1.0,1.0,811000.0,0.0
2022,1007.0,65000,1.0,1.0,1190000.0,0.0
2021,1685.0,87000,4.0,1.0,459999.0,0.0
2021,1538.0,9787,4.0,1.0,437000.0,0.0
2015,830.0,107724,4.0,1.0,408000.0,0.0
2016,368.0,90925,4.0,1.0,451000.0,0.0
2016,729.0,100914,1.0,0.0,526000.0,0.0
2017,1696.0,68000,4.0,1.0,375000.0,0.0
2015,1591.0,71456,4.0,1.0,440000.0,0.0
2014,1907.0,96042,1.0,1.0,345000.0,0.0
2012,784.0,78400,4.0,1.0,229999.0,0.0
2018,33.0,48091,1.0,0.0,3150000.0,0.0
2018,1420.0,70497,1.0,0.0,561000.0,0.0
2015,276.0,51000,4.0,1.0,450000.0,0.0
2015,1589.0,99695,1.0,1.0,476999.0,0.0
2017,830.0,53331,4.0,1.0,488000.0,0.0
2013,380.0,58000,4.0,1.0,325000.0,0.0
2016,269.0,70926,1.0,1.0,515000.0,0.0
2015,343.0,90000,1.0,1.0,450000.0,0.0
2019,2079.0,78986,4.0,1.0,587000.0,0.0
2017,1338.0,83981,1.0,1.0,505000.0,0.0
2015,2056.0,107308,1.0,0.0,908000.0,0.0
2014,380.0,114969,4.0,1.0,283000.0,0.0
2017,1329.0,78000,4.0,1.0,595000.0,0.0
2011,42.0,142000,1.0,0.0,1155000.0,0.0
2018,1895.0,49000,4.0,1.0,375000.0,0.0
2018,2465.0,78000,1.0,1.0,1811000.0,0.0
2014,115.0,62900,1.0,0.0,1675000.0,0.0
2016,457.0,36000,4.0,1.0,525000.0,0.0
2017,635.0,54000,4.0,1.0,450000.0,0.0
2017,607.0,47001,4.0,0.0,475000.0,0.0
2015,772.0,90000,4.0,1.0,390000.0,0.0
2017,912.0,28000,4.0,0.0,1075000.0,0.0
2014,198.0,88000,1.0,1.0,330000.0,0.0
2020,1538.0,59069,4.0,1.0,341000.0,0.0
2015,426.0,82000,4.0,0.0,425000.0,0.0
2022,1339.0,38680,4.0,1.0,720000.0,0.0
2022,2091.0,44000,4.0,0.0,1295000.0,0.0
2014,883.0,40823,4.0,1.0,335000.0,0.0
2015,325.0,52034,4.0,1.0,429000.0,0.0
2017,1977.0,56586,4.0,1.0,278000.0,0.0
2020,982.0,68500,1.0,1.0,975000.0,0.0
2014,794.0,68000,4.0,1.0,350000.0,0.0
2015,453.0,79000,4.0,1.0,360000.0,0.0
2015,873.0,32810,4.0,1.0,425000.0,0.0
2022,1085.0,18961,4.0,1.0,1102000.0,0.0
2015,1688.0,24257,4.0,1.0,337000.0,0.0
2021,1985.0,20524,4.0,1.0,400000.0,0.0
2012,788.0,49000,4.0,1.0,245000.0,0.0
2019,350.0,47970,4.0,0.0,647000.0,0.0
2017,2226.0,48355,1.0,1.0,582000.0,0.0
2022,1706.0,78878,4.0,1.0,861000.0,0.0
2017,576.0,37577,4.0,1.0,274000.0,0.0
2015,345.0,26000,4.0,1.0,425000.0,0.0
2015,1675.0,77716,0.0,1.0,307000.0,0.0
2020,1377.0,33000,4.0,0.0,450000.0,0.0
2022,1359.0,14320,4.0,1.0,973000.0,0.0
2018,669.0,74000,1.0,0.0,950000.0,0.0
2022,710.0,22239,4.0,0.0,931000.0,0.0
2014,1929.0,61000,1.0,1.0,411000.0,0.0
2015,635.0,85100,4.0,1.0,425000.0,0.0
2021,608.0,27069,4.0,1.0,533000.0,0.0
2019,997.0,90000,1.0,0.0,1190000.0,0.0
2019,1303.0,41000,4.0,1.0,325000.0,0.0
2017,438.0,34000,4.0,0.0,850000.0,0.0
2021,1625.0,22000,4.0,1.0,575000.0,0.0
2021,2038.0,13500,4.0,0.0,1451000.0,0.0
2024,1087.0,1800,4.0,0.0,1490000.0,0.0
2013,852.0,58540,4.0,1.0,241000.0,0.0
2015,574.0,33452,4.0,1.0,212000.0,0.0
2017,1665.0,12849,4.0,0.0,399000.0,0.0
2022,656.0,26010,0.0,1.0,581000.0,0.0
2019,1458.0,23000,4.0,1.0,894999.0,0.0
2012,2389.0,64000,4.0,1.0,340000.0,0.0
2014,1625.0,81732,4.0,1.0,349000.0,0.0
2022,1308.0,9759,4.0,1.0,373000.0,0.0
2018,609.0,28615,4.0,1.0,479000.0,0.0
2014,2386.0,75000,4.0,1.0,395000.0,0.0
2016,769.0,76000,4.0,1.0,395000.0,0.0
2020,1123.0,50184,4.0,0.0,1127000.0,0.0
2014,795.0,58600,4.0,1.0,315000.0,0.0
2022,1501.0,14044,4.0,1.0,530000.0,0.0
2021,1625.0,44001,4.0,1.0,590000.0,0.0
2019,522.0,48000,4.0,0.0,990000.0,0.0
2017,147.0,86000,1.0,0.0,1875000.0,0.0
2012,577.0,33000,4.0,1.0,231000.0,0.0
2017,580.0,63303,4.0,1.0,264000.0,0.0
2017,1308.0,22274,4.0,1.0,281000.0,0.0
2015,1688.0,52145,4.0,1.0,322000.0,0.0
2018,1371.0,96825,0.0,1.0,400000.0,0.0
2017,423.0,89000,1.0,1.0,675000.0,0.0
2013,1892.0,34063,4.0,1.0,211000.0,0.0
2018,103.0,51000,1.0,0.0,1975000.0,0.0
2015,873.0,43226,4.0,1.0,474000.0,0.0
2019,151.0,50000,1.0,0.0,2350000.0,0.0
2018,217.0,36631,4.0,1.0,260000.0,0.0
