Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2020,Toyota Fortuner 2.8 2WD MT,"1,11,000",Diesel,Manual,36,"Lb Nagar, Hyderabad"
2022,Renault KWID Climber 1.0 MT,"9,648",Petrol,Manual,5.42,"Miyapur, Hyderabad"
2022,Hyundai i20 Asta Opt Diesel,"62,134",Diesel,Manual,9,"Nagole, Hyderabad"
2020,Maruti Swift VXI AMT,"69,970",Petrol,Automatic,5.50,"Begumbazar, Hyderabad"
2021,Maruti Swift VXI,"42,600",Petrol,Manual,5.99,"Vidyanagar, Hyderabad"
2017,Jaguar F-Pace Pure 2.0 AWD,"77,313",Diesel,Automatic,31,"Madhapur, Hyderabad"
2016,Honda City i VTEC CVT VX,"90,000",Petrol,Automatic,6.20,"Dattatreya Colony, Hyderabad"
2022,Maruti Ignis Zeta,"38,382",Petrol,Manual,5.78,"Miyapur, Hyderabad"
2015,Hyundai i20 Asta 1.2,"55,568",Petrol,Manual,5.56,"Miyapur, Hyderabad"
2022,Hyundai i20 N-Line N8 DCT,"23,466",Petrol,Automatic,9.96,"Miyapur, Hyderabad"
2023,Maruti Swift VXI,"24,771",Petrol,Manual,6.85,"Nanakramguda, Hyderabad"
2021,Kia Sonet GTX Plus Turbo iMT DT,"26,155",Petrol,Manual,11.50,"Kukatpally, Hyderabad"
2017,Hyundai Creta 1.4 E Plus CRDi,"83,621",Diesel,Manual,8.85,"Jillellaguda, Hyderabad"
2020,Mercedes-Benz AMG C 63 Coupe,"22,847",Petrol,Automatic,34.50,"Gandhi Bhawan, Hyderabad"
2018,Land Rover Range Rover 4.4 Diesel LWB Autobiography,"56,877",Diesel,Automatic,1.95 Crore,"Madhapur, Hyderabad"
2017,Mahindra Scorpio S4 Plus,"72,766",Diesel,Manual,8.83,"Uppal, Hyderabad"
2018,Maruti Swift Dzire VDI,"86,544",Diesel,Manual,7.20,"Gandhi Bhawan, Hyderabad"
2020,Toyota Fortuner 2.8 2WD MT,"1,42,529",Diesel,Manual,32,"Nagole, Hyderabad"
2012,Maruti Alto K10 2010-2014 VXI,"88,056",Petrol,Manual,2.15,"L B Nagar, Hyderabad"
2018,Maruti Ignis Delta,"1,11,589",Petrol,Manual,4.07,"Uppal, Hyderabad"
2020,Kia Sonet GTX Plus Turbo iMT BSVI,"56,260",Petrol,Manual,8.60,"Rangareddi, Hyderabad"
2015,Maruti Swift VDI BSIV,"94,611",Diesel,Manual,5,"Gandhi Bhawan, Hyderabad"
2021,Maruti Baleno Zeta,"42,000",Petrol,Manual,7.25,"Peerzadiguda, Hyderabad"
2021,Tata Tiago XZA Plus AMT BSVI,"76,076",Petrol,Automatic,5.75,"Begumbazar, Hyderabad"
2019,Honda Amaze V CVT Diesel BSIV,"66,104",Diesel,Automatic,6.95,"Begumbazar, Hyderabad"
2018,Maruti Swift AMT VDI,"98,913",Diesel,Automatic,6.10,"Gandhi Bhawan, Hyderabad"
2022,Maruti Alto K10 VXI Plus,"12,345",Petrol,Manual,4.53,"Miyapur, Hyderabad"
2019,Tata Tiago XZA,"50,000",Petrol,Automatic,5.40,"Lb Nagar, Hyderabad"
2021,Tata Harrier XZ Plus BSVI,"57,000",Diesel,Manual,17,"Lb Nagar, Hyderabad"
2013,Maruti Swift VXI,"82,000",Petrol,Manual,3.50,"Gandhi Bhawan, Hyderabad"
2022,MG Astor Super CVT BSVI,"28,000",Petrol,Automatic,10,"Ramgopalpet, Hyderabad"
2022,Hyundai i20 N-Line N8 DCT,"24,961",Petrol,Automatic,9.80,"Madhapur, Hyderabad"
2024,Honda Amaze VX CVT,920,Petrol,Automatic,9.80,"Madhapur, Hyderabad"
2017,Hyundai Creta 1.6 CRDi SX,"1,494",Diesel,Manual,9.50,"Lb Nagar, Hyderabad"
2021,Hyundai Verna SX IVT,"62,400",Petrol,Automatic,10.99,"Vidyanagar, Hyderabad"
2018,Hyundai EON Sportz,"18,200",Petrol,Manual,3.25,"Vidyanagar, Hyderabad"
2023,Kia Seltos X-Line Diesel AT,"36,100",Diesel,Automatic,18.95,"Madhapur, Hyderabad"
2019,Datsun RediGO 1.0 S,"40,430",Petrol,Manual,2.85,"Uppal, Hyderabad"
2018,Maruti Baleno 1.2 Delta,"57,000",Petrol,Manual,6.45,"Lb Nagar, Hyderabad"
2014,Renault Duster 110PS Diesel RxZ Plus,"85,230",Diesel,Manual,4.10,"Gandhi Bhawan, Hyderabad"
2017,Hyundai i20 Asta 1.2,"33,619",Petrol,Manual,6.49,"Miyapur, Hyderabad"
2017,Maruti Vitara Brezza LDi Option,"1,38,000",Diesel,Manual,6.95,"Lb Nagar, Hyderabad"
2015,Maruti Celerio VXI,"24,456",Petrol,Manual,3.74,"Dr.b R Ambedkar O.u S.o, Hyderabad"
2016,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,"1,74,000",Diesel,Manual,14.80,"Lb Nagar, Hyderabad"
2018,Tata Tiago 1.05 Revotorq XZ,"78,000",Diesel,Manual,4.80,"Peerzadiguda, Hyderabad"
2016,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,"2,21,764",Diesel,Manual,16.82,"Uppal, Hyderabad"
2021,Tata Harrier XZ Dual Tone BSIV,"52,000",Diesel,Manual,17,"Lb Nagar, Hyderabad"
2017,Volkswagen Ameo 1.2 MPI Highline Plus,"97,569",Petrol,Manual,4.30,"Begumbazar, Hyderabad"
2016,Maruti Swift Dzire VDI,"83,404",Diesel,Manual,5.40,"Lb Nagar, Hyderabad"
2020,Land Rover Range Rover Velar R-Dynamic S Petrol,"42,820",Petrol,Automatic,69,"Madhapur, Hyderabad"
